emp_no,first_name,last_name,dept_no,dept_name
291376,Fai,Jahnichen,d005,Development
291380,Mohammed,Miara,d007,Sales
291385,Khun,Anandan,d007,Sales
291400,Herbert,Kroft,d006,Quality Management
291421,Eirik,Carrere,d007,Sales
291424,Edwin,dAstous,d001,Marketing
291426,Geraldo,Cooman,d007,Sales
291438,Lihong,Zwicker,d004,Production
291448,Zhonghua,Savasere,d005,Development
291451,Dietrich,Heydon,d004,Production
291451,Dietrich,Heydon,d009,Customer Service
291464,Yifei,Openshaw,d004,Production
291468,Zhongwei,Barreiro,d008,Research
291480,Kish,Fabrizio,d001,Marketing
291481,Dharmaraja,Cools,d004,Production
291498,Jeane,Pettis,d005,Development
291500,Elrique,Horswill,d004,Production
291506,Duro,Iacovou,d006,Quality Management
291517,Limsoon,Zeidenstein,d008,Research
291534,Akhilish,Paciorek,d007,Sales
291536,Chenyi,Binding,d002,Finance
291537,Kitty,Ramsey,d009,Customer Service
291538,Torsten,Demizu,d004,Production
291538,Torsten,Demizu,d005,Development
291539,Randi,Pappas,d005,Development
291545,Zito,Magalhaes,d004,Production
291560,Dietrich,Schapiro,d001,Marketing
291573,Chirstian,Dichev,d005,Development
291580,Nidapan,Gniady,d005,Development
291581,Ishfaq,Perz,d008,Research
291592,Radhia,Calkin,d003,Human Resources
291597,Kwangjo,Chinin,d006,Quality Management
291607,Boguslaw,Swift,d007,Sales
291616,Stepehn,Jansen,d004,Production
291637,Alejandro,Tsukuda,d005,Development
291649,Arnould,Kruskal,d007,Sales
291651,Ortrun,Baaleh,d004,Production
291653,Rafael,Strehl,d007,Sales
291655,Krassimir,Gulla,d004,Production
291658,Arvind,Aamodt,d004,Production
291659,Ute,Velasco,d004,Production
291663,Mansur,Lortz,d004,Production
291665,Rosella,Siepmann,d004,Production
291665,Rosella,Siepmann,d005,Development
291670,Elvia,Hopewell,d004,Production
291675,Dipayan,Stenning,d005,Development
291676,Alain,Constantine,d005,Development
291683,Denny,Masand,d007,Sales
291713,Yishai,Wynblatt,d009,Customer Service
291715,Weiyi,Strehl,d006,Quality Management
291719,Volkmar,Schade,d004,Production
291733,Huei,Baby,d003,Human Resources
291734,Serge,Heinisuo,d007,Sales
291740,Tua,Bratten,d004,Production
291740,Tua,Bratten,d005,Development
291756,Randi,Braunmuhl,d005,Development
291762,Adel,Paludetto,d006,Quality Management
291765,Jeane,Beutelspacher,d008,Research
291788,Makato,Poupard,d007,Sales
291790,Lene,Sridhar,d003,Human Resources
291793,Kerhong,Eickenmeyer,d004,Production
291799,Stafford,Leijenhorst,d004,Production
291799,Stafford,Leijenhorst,d005,Development
291805,Hyuncheol,Munke,d007,Sales
291809,Kayoko,Birge,d001,Marketing
291811,Shaibal,Slaats,d005,Development
291813,Lakshmi,Schieder,d004,Production
291817,Adin,Rosca,d005,Development
291817,Adin,Rosca,d008,Research
291820,Basil,Jording,d001,Marketing
291823,Masami,Scharstein,d006,Quality Management
291827,Prasadram,Mamelak,d004,Production
291827,Prasadram,Mamelak,d009,Customer Service
291828,Susanne,Kornyak,d004,Production
291831,Mong,Constantine,d005,Development
291832,Munenori,Cappelli,d002,Finance
291840,Xiahua,Riefers,d005,Development
291850,Shirish,Esteva,d005,Development
291861,Ramya,Worfolk,d007,Sales
291865,Gritta,Hartvigsen,d005,Development
291872,Moni,Christ,d003,Human Resources
291892,Babette,Nollmann,d007,Sales
291896,Mart,Decleir,d005,Development
291898,Ferdinand,Quittner,d005,Development
291908,Marek,Soloway,d007,Sales
291912,Yakichi,Miyakawa,d009,Customer Service
291925,Yannis,Ginneken,d001,Marketing
291942,Arvind,Bresenham,d008,Research
291956,Claude,Veldwijk,d005,Development
291956,Claude,Veldwijk,d008,Research
291958,Anneli,Bernardinello,d005,Development
291963,Shay,Viele,d004,Production
291972,Shimshon,Ouhyoung,d004,Production
292011,Christoph,Klassen,d005,Development
292020,Khosrow,Haumacher,d002,Finance
292023,Demos,Rullman,d001,Marketing
292023,Demos,Rullman,d007,Sales
292024,Taizo,Bennis,d004,Production
292025,Weidon,Osgood,d005,Development
292031,Bouchung,Ulupinar,d006,Quality Management
292032,Herb,Siprelle,d007,Sales
292032,Herb,Siprelle,d009,Customer Service
292033,Aris,Rajcani,d005,Development
292038,Roddy,Muhling,d005,Development
292053,Shuji,Brandsma,d005,Development
292062,Koldo,Weisert,d004,Production
292071,Martine,Kinley,d006,Quality Management
292083,Kayoko,McFarlan,d007,Sales
292084,Danco,Luon,d005,Development
292093,Yurij,Papsdorf,d007,Sales
292094,Chaosheng,Verhaegen,d004,Production
292114,Kyoichi,Boreale,d002,Finance
292114,Kyoichi,Boreale,d003,Human Resources
292117,Houman,Mungall,d004,Production
292126,Masanao,Panangaden,d005,Development
292130,Mariusz,Babu,d009,Customer Service
292141,Alassane,Ginneken,d009,Customer Service
292148,Reinhard,Melter,d006,Quality Management
292168,Zhonghua,Syrzycki,d003,Human Resources
292173,Volkmar,Preusig,d001,Marketing
292173,Volkmar,Preusig,d007,Sales
292177,Mohd,Sooriamurthi,d002,Finance
292183,Shahar,Akiyama,d004,Production
292183,Shahar,Akiyama,d009,Customer Service
292184,Bedir,Bernini,d004,Production
292194,Lein,Hanratty,d004,Production
292198,Geoff,Gien,d007,Sales
292201,Aris,Varman,d005,Development
292208,Perry,Harbusch,d005,Development
292212,Doowon,Improta,d001,Marketing
292219,Dharmaraja,Deyuan,d008,Research
292235,Miyeon,McDermid,d008,Research
292244,Yinlin,Rettelbach,d004,Production
292254,Hiroyasu,Lindqvist,d004,Production
292281,Lakshmi,Bardell,d007,Sales
292290,Qunsheng,Heyers,d001,Marketing
292298,Leon,Motley,d009,Customer Service
292301,Maris,Barbanera,d004,Production
292301,Maris,Barbanera,d005,Development
292310,Changho,Conia,d004,Production
292310,Changho,Conia,d005,Development
292313,Shushma,Baaleh,d009,Customer Service
292314,Shay,Roohalamini,d005,Development
292322,Adamantios,Colorni,d007,Sales
292331,Aamod,Vesna,d005,Development
292340,Leucio,Openshaw,d003,Human Resources
292353,Jingling,Dehkordi,d004,Production
292371,Danil,Stanfel,d005,Development
292378,Mang,Harllee,d007,Sales
292381,Mansur,Kusalik,d005,Development
292382,Remmert,Zallocco,d008,Research
292383,Gererd,Salverda,d002,Finance
292394,Debaprosad,Rosis,d004,Production
292394,Debaprosad,Rosis,d006,Quality Management
292398,Moriyoshi,Sooriamurthi,d004,Production
292400,Florian,Lamba,d004,Production
292409,Marsja,Rouquie,d004,Production
292413,Kristian,Belinskaya,d004,Production
292415,Irena,Reinhart,d005,Development
292419,Werner,Antonisse,d003,Human Resources
292432,Fumino,Muhlberg,d003,Human Resources
292441,Nirmal,Comte,d004,Production
292457,Josyula,Erev,d005,Development
292458,Akeno,Armand,d007,Sales
292464,Gennady,Choobineh,d005,Development
292466,Panayotis,Pashtan,d001,Marketing
292476,Martien,Schwartzburd,d009,Customer Service
292488,Candida,Bale,d004,Production
292488,Candida,Bale,d009,Customer Service
292494,Adhemar,Kinley,d004,Production
292499,Takahira,Mayerwieser,d007,Sales
292506,Nahum,Tchuente,d005,Development
292507,Feiyu,Jakobus,d005,Development
292517,Xumin,Fadgyas,d007,Sales
292519,Josyula,Angel,d005,Development
292524,Gladys,Dayang,d004,Production
292531,Fumitaka,Zwicker,d005,Development
292532,Mokhtar,Honglei,d005,Development
292533,Zine,Muchinsky,d007,Sales
292546,Nectarios,Zastre,d006,Quality Management
292554,Steen,Heuser,d007,Sales
292576,Kiam,Ulupinar,d001,Marketing
292578,Berhard,Fujisawa,d002,Finance
292578,Berhard,Fujisawa,d003,Human Resources
292582,Nirmal,Bugrara,d004,Production
292598,Hiroyasu,Litecky,d004,Production
292600,Margo,Schlumberger,d001,Marketing
292604,Chriss,Tibblin,d004,Production
292604,Chriss,Tibblin,d005,Development
292605,Hatem,Picaronny,d005,Development
292612,Lihong,Katalagarianos,d005,Development
292618,Abdelkader,Salverda,d005,Development
292624,Huiqun,Jiang,d007,Sales
292627,Anneli,Reinhart,d002,Finance
292643,Chriss,Eiter,d007,Sales
292651,Khatoun,Zastre,d005,Development
292658,Hiroyasu,Massonet,d005,Development
292671,DeForest,Granlund,d001,Marketing
292671,DeForest,Granlund,d007,Sales
292675,Munehiko,Ranze,d007,Sales
292698,Jinpo,Rabehasaina,d004,Production
292702,Rasiah,Lamba,d004,Production
292702,Rasiah,Lamba,d006,Quality Management
292707,Aluzio,Pollacia,d005,Development
292708,Jaana,Kilgore,d005,Development
292712,Gro,Leuchs,d004,Production
292712,Gro,Leuchs,d009,Customer Service
292716,Hidde,Porenta,d005,Development
292718,Yuuichi,Sundgren,d008,Research
292728,Minghong,Camurati,d003,Human Resources
292737,Lillian,Pellegrinelli,d005,Development
292743,Fan,Itzfeldt,d009,Customer Service
292744,Abdulla,Ibel,d004,Production
292752,Jianhao,Frolund,d005,Development
292753,Kwangyoen,Andreotta,d005,Development
292756,Piyush,Pews,d006,Quality Management
292757,Younwoo,Desikan,d004,Production
292757,Younwoo,Desikan,d005,Development
292765,Basant,Ginesta,d003,Human Resources
292768,Kannan,DiGiano,d005,Development
292770,Zhilian,Alpay,d006,Quality Management
292774,Saddek,Schwartzburd,d006,Quality Management
292776,Marie,Zeidenstein,d008,Research
292777,Augustine,Schwaller,d009,Customer Service
292800,Shigenori,Guerreiro,d006,Quality Management
292809,Dulce,Majewski,d003,Human Resources
292810,Visit,Nyanchama,d005,Development
292820,Anneli,Staylopatis,d008,Research
292825,Tru,Facello,d005,Development
292831,Subhankar,Ananiadou,d005,Development
292840,Jianhua,Rehfuss,d001,Marketing
292840,Jianhua,Rehfuss,d003,Human Resources
292841,Yannis,Pargaonkar,d005,Development
292852,Iara,Binding,d005,Development
292872,Mabo,Wilfing,d006,Quality Management
292880,Kasidit,Schmezko,d005,Development
292902,Shigenori,Woycyznski,d007,Sales
292904,Gopalakrishnan,Uhrik,d007,Sales
292921,Weiru,Huhdanpaa,d006,Quality Management
292933,Chaoyi,Heping,d002,Finance
292943,Kwan,Nannarelli,d004,Production
292945,Anwar,Stellhorn,d004,Production
292945,Anwar,Stellhorn,d006,Quality Management
292947,Vasilii,Krychniak,d004,Production
292962,Youjian,Schahn,d007,Sales
292966,Larisa,Lanphier,d004,Production
292968,Sashi,Chaudhury,d005,Development
292970,Xinyu,Strandh,d007,Sales
292974,Jinpo,Sgarro,d001,Marketing
292974,Jinpo,Sgarro,d009,Customer Service
292978,Masali,Luiz,d004,Production
292989,Dipayan,Fraisse,d005,Development
292995,Junsik,Picel,d004,Production
292995,Junsik,Picel,d005,Development
293002,Basim,Antonisse,d004,Production
293006,Mong,Tagansky,d009,Customer Service
293008,Chiradeep,Shimshoni,d004,Production
293010,Nathan,Verhoeff,d005,Development
293016,Magdalena,Kemmerer,d006,Quality Management
293024,Zissis,Ramaiah,d003,Human Resources
293026,Odinaldo,Emiris,d004,Production
293048,Berhard,Simmen,d001,Marketing
293050,Sanjai,Alblas,d004,Production
293070,Saddek,Isaak,d009,Customer Service
293103,Danco,Butner,d006,Quality Management
293106,Kwangjo,Cooman,d002,Finance
293117,Shuichi,Cappelletti,d004,Production
293120,Shaz,Plump,d006,Quality Management
293122,Fox,Chleq,d007,Sales
293129,Jeane,Aseltine,d009,Customer Service
293142,Shawna,Simmel,d001,Marketing
293144,Junichi,Huhdanpaa,d007,Sales
293158,Shaowei,Denos,d004,Production
293177,Marlo,Fairtlough,d007,Sales
293181,Shaibal,Stanfel,d002,Finance
293183,Guangming,Butterworth,d004,Production
293189,Patricio,Chenney,d008,Research
293193,Karlis,Baez,d005,Development
293197,Gonzalo,Kemmerer,d002,Finance
293223,Yuqun,Poulakidas,d006,Quality Management
293235,Heeju,Hatcliff,d002,Finance
293259,Breannda,Petersohn,d005,Development
293265,Golgen,Czaja,d003,Human Resources
293272,Jacopo,Fiutem,d004,Production
293277,Mircea,Chachaty,d004,Production
293277,Mircea,Chachaty,d009,Customer Service
293281,Denny,Whittlesey,d004,Production
293287,Neelam,Isard,d002,Finance
293293,Duro,Ramamoorthy,d004,Production
293293,Duro,Ramamoorthy,d008,Research
293295,Kamakshi,Makrucki,d009,Customer Service
293302,Ayakannu,Senzako,d005,Development
293312,Zito,Pehl,d007,Sales
293312,Zito,Pehl,d009,Customer Service
293317,Tru,Fargier,d009,Customer Service
293318,Shooichi,Rusmann,d006,Quality Management
293323,Maria,Schwartzburd,d004,Production
293324,Lubomir,Stassinopoulos,d005,Development
293325,Candido,Ullian,d005,Development
293328,Takahiro,Madeira,d005,Development
293332,Guadalupe,Veccia,d005,Development
293341,Denis,Lienhardt,d006,Quality Management
293342,Dekang,Moehrke,d007,Sales
293347,Mary,Sidje,d003,Human Resources
293351,Marjo,Desikan,d001,Marketing
293353,Zhanqiu,Barreiro,d001,Marketing
293354,Sukumar,Perfilyeva,d005,Development
293355,Huan,Kolvik,d007,Sales
293398,Badri,Standera,d004,Production
293405,Xuejia,Kusalik,d004,Production
293415,Bilhanan,Einsfeld,d002,Finance
293424,Arumugam,Ohori,d005,Development
293434,Sachio,Ghandeharizadeh,d007,Sales
293441,Toshimitsu,Cunliffe,d005,Development
293446,Gad,Leppanen,d005,Development
293462,Soenke,Falck,d004,Production
293468,Harjit,Azevdeo,d004,Production
293468,Harjit,Azevdeo,d009,Customer Service
293479,Shigeo,Kriebel,d001,Marketing
293487,Nathan,Haldar,d002,Finance
293487,Nathan,Haldar,d003,Human Resources
293490,Marlo,Soloway,d003,Human Resources
293501,Achilleas,Litecky,d006,Quality Management
293505,Premsyl,Eugenio,d005,Development
293508,Sachin,Ranta,d005,Development
293524,Seongbin,Trumbly,d008,Research
293536,Amalendu,Thibadeau,d004,Production
293536,Amalendu,Thibadeau,d009,Customer Service
293537,Quingbo,Chiodo,d007,Sales
293539,Bernd,Jayawardene,d003,Human Resources
293559,Mingdong,Cools,d004,Production
293567,Masami,Kragelund,d005,Development
293575,Mahmut,Radhakrishnan,d003,Human Resources
293576,Munehiro,Kragelund,d005,Development
293576,Munehiro,Kragelund,d008,Research
293580,Masadi,Christ,d004,Production
293583,Alejandro,Kaminger,d006,Quality Management
293587,King,Vickson,d005,Development
293587,King,Vickson,d008,Research
293598,Yechiam,Bernick,d004,Production
293614,Hidefumi,Denti,d004,Production
293614,Hidefumi,Denti,d009,Customer Service
293627,Keiichiro,Szilard,d004,Production
293628,Zhanqiu,Danecki,d005,Development
293630,Gou,Kalefeld,d006,Quality Management
293632,Arnould,Kenevan,d001,Marketing
293632,Arnould,Kenevan,d007,Sales
293647,Martina,Lindqvist,d007,Sales
293652,Kersti,Schaar,d004,Production
293663,Yunming,Borstler,d004,Production
293663,Yunming,Borstler,d008,Research
293666,Bokyung,Birjandi,d001,Marketing
293669,Yakichi,Bugrara,d004,Production
293693,Tokuyasu,Baumann,d007,Sales
293698,Luerbio,Biran,d003,Human Resources
293700,Berry,Zeidenstein,d005,Development
293703,Serap,Munawer,d007,Sales
293710,Atreye,Chleq,d006,Quality Management
293717,Abdulah,Tibblin,d004,Production
293718,Neelam,Hainaut,d004,Production
293743,Arnd,Gurbaxani,d004,Production
293744,Kolar,Carrere,d002,Finance
293744,Kolar,Carrere,d003,Human Resources
293766,Tomoyuki,Schurmann,d009,Customer Service
293768,Aruna,Hoppenstand,d004,Production
293769,Paris,Valtorta,d007,Sales
293776,Mariangiola,Waterhouse,d001,Marketing
293784,Radhika,Feldhoffer,d005,Development
293790,Premsyl,Perez,d006,Quality Management
293808,Gil,Pettis,d008,Research
293809,Jianhua,Michaeli,d005,Development
293814,Barton,Bach,d007,Sales
293849,Brigham,Bondorf,d005,Development
293851,Golgen,Callaway,d004,Production
293863,Xudong,Moehrke,d005,Development
293871,Salvador,Schaap,d004,Production
293874,Flemming,Engberts,d004,Production
293875,Elrique,Doering,d006,Quality Management
293883,Arif,Worfolk,d006,Quality Management
293884,Zhenhua,Ebeling,d005,Development
293890,Kazuhiro,Klerer,d001,Marketing
293893,Bernt,Kropf,d005,Development
293895,Satyanarayana,Chenney,d008,Research
293905,Berni,Mateescu,d004,Production
293907,Pintsang,Doering,d006,Quality Management
293913,Maren,Schwartzbauer,d005,Development
293914,Jungsoon,Garrabrants,d007,Sales
293916,Goncalo,Steinauer,d007,Sales
293925,Oscar,Matzat,d004,Production
293928,Tremaine,Yavatkar,d005,Development
293928,Tremaine,Yavatkar,d008,Research
293934,Kerryn,Heusch,d007,Sales
293935,Gila,Conry,d004,Production
293939,Parke,Lanzelotte,d005,Development
293939,Parke,Lanzelotte,d008,Research
293942,Vitaly,Erni,d005,Development
293943,Shaleah,Solares,d003,Human Resources
293946,Nadjib,Merro,d007,Sales
293965,Jamaludin,Majewski,d007,Sales
293967,Selwyn,Garrabrants,d005,Development
293979,Alselm,Uhrig,d006,Quality Management
293986,Alselm,Melter,d006,Quality Management
293988,Yunming,Sifakis,d005,Development
293994,Zeljko,Schicker,d003,Human Resources
294001,Changho,Waleschkowski,d005,Development
294001,Changho,Waleschkowski,d008,Research
294011,Guiseppe,Solares,d007,Sales
294018,Shietung,Pluym,d004,Production
294022,Xiahua,Vidal,d004,Production
294023,Katsuyuki,Hebert,d009,Customer Service
294045,Sashi,Shumilov,d003,Human Resources
294047,Arno,Ramsey,d004,Production
294048,Uma,Picht,d004,Production
294056,Basant,Hedayat,d004,Production
294068,Kazunori,Cmelik,d009,Customer Service
294069,Fei,Stellhorn,d006,Quality Management
294080,Chenxi,Iwayama,d007,Sales
294091,Roded,Siegrist,d004,Production
294091,Roded,Siegrist,d005,Development
294097,Kazunori,Cummings,d007,Sales
294099,Denis,Cullers,d004,Production
294109,Cullen,Karnin,d002,Finance
294110,Phule,Ebeling,d009,Customer Service
294112,Guenter,Chachaty,d005,Development
294125,Lene,Anick,d009,Customer Service
294131,Percy,Ghemri,d005,Development
294131,Percy,Ghemri,d008,Research
294141,Goo,Pulkowski,d002,Finance
294161,Nigel,Wegerle,d003,Human Resources
294164,Subhada,Hennings,d007,Sales
294170,Valeri,Improta,d007,Sales
294172,Dulce,Dengi,d008,Research
294177,Morris,Mundy,d004,Production
294178,Nectarios,Luga,d005,Development
294184,Utz,Tomescu,d005,Development
294193,Subhankar,Pettey,d007,Sales
294195,Arvind,Simkin,d004,Production
294195,Arvind,Simkin,d009,Customer Service
294215,Zhongwei,Pappas,d004,Production
294215,Zhongwei,Pappas,d006,Quality Management
294217,Guozhong,Barvinok,d004,Production
294219,Frazer,Remmele,d004,Production
294223,Pantung,Albarhamtoshy,d002,Finance
294223,Pantung,Albarhamtoshy,d003,Human Resources
294232,Kasturi,Salvesen,d007,Sales
294240,Poornachandra,Ressouche,d007,Sales
294243,Marie,Llado,d005,Development
294243,Marie,Llado,d008,Research
294244,Emran,Heusch,d003,Human Resources
294251,Jordanka,Schnabel,d006,Quality Management
294267,Shietung,Kawashimo,d002,Finance
294282,Hatem,Trelles,d005,Development
294283,Gita,Yurov,d007,Sales
294283,Gita,Yurov,d009,Customer Service
294288,Adel,Lyonns,d005,Development
294295,Jolita,Kilgore,d008,Research
294306,Weijing,Sluis,d009,Customer Service
294319,Geoffry,Bach,d007,Sales
294326,Dmitri,Kermarrec,d007,Sales
294332,Adit,Ranft,d002,Finance
294332,Adit,Ranft,d007,Sales
294334,Kokou,Granlund,d004,Production
294338,Karsten,Openshaw,d005,Development
294339,Sreekrishna,Krohn,d009,Customer Service
294340,Radhika,Veldwijk,d006,Quality Management
294352,Hercules,Bain,d009,Customer Service
294353,Mark,Vanwelkenhuysen,d004,Production
294362,Pranjal,Rassart,d005,Development
294364,Anneke,Senzako,d008,Research
294375,Ebru,Vandervoorde,d002,Finance
294387,Hatem,Asser,d005,Development
294398,Kazuhiko,Ruemmler,d007,Sales
294403,Valeri,Luga,d004,Production
294411,Alper,Erni,d008,Research
294414,Petter,Vakili,d004,Production
294439,Ulises,Serot,d009,Customer Service
294448,Toshimo,Kropatsch,d009,Customer Service
294450,Marko,Murtafg,d005,Development
294463,Hidekazu,Openshaw,d004,Production
294473,Fumiko,Cappelletti,d004,Production
294481,Berry,Brookner,d009,Customer Service
294483,Zhilian,Showalter,d005,Development
294493,Chinya,Alencar,d005,Development
294501,Claude,Roohalamini,d007,Sales
294502,Reinhard,Suppi,d001,Marketing
294508,Bartek,Lammel,d005,Development
